0,1,2,3
Apolonia Tiago,Cheung Yuk,3:4,1:1
Lorentz Romain,Ma Long,0:4,0:1
Wang Hao,Lashin El-Sayed,4:1,3:0
Cho Eonrae,Muramatsu Yuto,4:1,1:0
Tokic Bojan,Assar Omar,2:4,2:1
Pitchford Liam,Kim Minseok,4:2,1:1
Zhan Jian,Kang Dongsoo,4:2,1:1
Le Breton Thomas,Baum Patrick,2:4,0:1
Franziska Patrick,Sirucek Pavel,4:3,6:3
Floritz Philipp,Jiang Tianyi,1:4,0:1
Yan An,Wu Zhikang,4:0,3:0
Jeoung Youngsik,Gacina Andrej,4:2,2:1
Fan Zhendong,Achanta Sharath Kamal,4:1,4:0
Gauzy Simon,Freitas Marcos,3:4,1:8
Tang Peng,Saleh Ahmed,4:2,2:0
Didukh Oleksandr,Jeong Sangeun,1:4,0:1
Chen Chien-An,Legout Christophe,2:4,0:1
Sakai Asuka,Zhang Jike,0:4,0:1
Xu Xin,Li Hu,4:0,2:0
Gardos Robert,Jakab Janos,4:2,1:0
Mattenet Adrien,Seo Hyundeok,4:3,1:0
Lundqvist Jens,Chuang Chih-Yuan,0:4,0:7
Ovtcharov Dimitrij,Karlsson Kristian,4:0,4:2
Skachkov Kirill,Steger Bastian,4:3,1:2
Gao Ning,Groth Jonathan,4:1,2:0
Cheung Yuk,Ma Long,1:4,0:2
Wang Hao,Cho Eonrae,4:0,4:0
Assar Omar,Pitchford Liam,0:4,1:4
Zhan Jian,Baum Patrick,3:4,0:1
Franziska Patrick,Jiang Tianyi,3:4,1:1
Yan An,Jeoung Youngsik,4:2,2:3
Fan Zhendong,Freitas Marcos,0:4,1:1
Tang Peng,Jeong Sangeun,4:3,1:1
Legout Christophe,Zhang Jike,1:4,0:1
Xu Xin,Gardos Robert,4:0,4:0
Mattenet Adrien,Chuang Chih-Yuan,2:4,1:3
Ovtcharov Dimitrij,Skachkov Kirill,4:2,7:3
Gao Ning,Ma Long,0:4,0:8
Wang Hao,Pitchford Liam,4:0,2:0
Baum Patrick,Jiang Tianyi,4:2,2:3
Yan An,Freitas Marcos,4:0,2:0
Tang Peng,Zhang Jike,0:4,0:5
Xu Xin,Chuang Chih-Yuan,4:0,8:1
Ovtcharov Dimitrij,Ma Long,1:4,0:17
Wang Hao,Baum Patrick,4:0,3:0
Yan An,Zhang Jike,4:0,3:3
Xu Xin,Ma Long,2:4,10:22
Wang Hao,Yan An,0:4,2:2
Ma Long,Yan An,4:3,3:0
Soderlund Hampus,Roy Soumyadeep,2:4,0:1
Yan An,Roy Soumyadeep,4:2,1:0
Yan An,Soderlund Hampus,4:0,1:0
Chen Hongtao,Indeherberg Julien,2:4,0:1
Jeoung Youngsik,Indeherberg Julien,4:0,1:0
Jeoung Youngsik,Chen Hongtao,4:1,1:0
Kojic Frane,Chew Zhe Yu Clarence,4:2,2:0
Achanta Sharath Kamal,Chew Zhe Yu Clarence,4:2,3:0
Achanta Sharath Kamal,Kojic Frane,4:3,1:0
El-Beiali Mohamed,Shetty Sanil,4:1,1:0
Cheung Yuk,Shetty Sanil,4:3,1:0
Cheung Yuk,El-Beiali Mohamed,4:3,1:0
Kang Dongsoo,Rech Daldosso Marco,4:1,1:0
Chen Feng,Rech Daldosso Marco,4:1,1:0
Chen Feng,Kang Dongsoo,2:4,2:1
Kim Kyungmin,Elsobky Mohamed,4:0,1:0
Habesohn Daniel,Elsobky Mohamed,4:2,1:0
Habesohn Daniel,Kim Kyungmin,4:3,1:0
Cho Eonrae,Desai Harmeet,4:2,1:0
Morizono Masataka,Pang Xue Jie,4:1,2:0
Lashin El-Sayed,Pang Xue Jie,4:2,1:0
Lashin El-Sayed,Morizono Masataka,3:4,0:1
Le Breton Thomas,Assar Khalid,4:1,1:0
Matsumoto Cazuo,Assar Khalid,2:4,0:1
Matsumoto Cazuo,Le Breton Thomas,4:3,1:0
Gladyshev Mikhail,Mutti Leonardo,1:4,0:1
Eloi Damien,Mutti Leonardo,4:0,1:0
Eloi Damien,Gladyshev Mikhail,4:0,2:0
Higashi Yuto,Shouman Mohamed,4:0,1:0
Prokopcov Dmitrij,Shouman Mohamed,4:0,1:0
Prokopcov Dmitrij,Higashi Yuto,4:2,1:0
Sakai Asuka,Al-Mohannadi Ahmad,4:2,1:0
Bobocica Mihai,Al-Mohannadi Ahmad,4:0,1:0
Bobocica Mihai,Sakai Asuka,4:1,1:1
Golovanov Stanislav,Kumar Jubin,4:1,1:0
Gerell Par,Kumar Jubin,4:1,1:0
Gerell Par,Golovanov Stanislav,4:0,1:0
Xu Xin,Roy Soumyadeep,4:0,1:0
Zhmudenko Yaroslav,Seo Hyundeok,1:4,0:1
Jeoung Youngsik,Lorentz Romain,4:0,4:1
Assar Omar,Chan Kazuhiro,0:4,0:2
Kim Minseok,Karlsson Kristian,4:1,3:0
Bobocica Mihai,Cheung Yuk,3:4,0:1
Matsudaira Kenji,Chen Feng,4:2,2:0
Morizono Masataka,Ovtcharov Dimitrij,0:4,0:2
Mizutani Jun,Falck Mattias,4:0,2:1
Gauzy Simon,Al-Hasan Ibrahem,4:1,1:0
Yan An,Vlasov Grigory,4:0,2:0
Saleh Ahmed,Kishikawa Seiya,2:4,0:1
Freitas Marcos,Higashi Yuto,4:1,1:0
Fegerl Stefan,Tokic Bojan,4:1,2:2
Lee Sangsu,Liventsov Alexey,2:4,0:1
Wu Zhikang,Ma Long,1:4,0:1
Wang Hao,Lashin El-Sayed,4:2,3:0
Wang Eugene,Chen Chien-An,4:2,1:0
Jeong Sangeun,Tsuboi Gustavo,4:3,4:0
Cho Eonrae,Tang Peng,4:1,2:1
Zhan Jian,Kang Dongsoo,3:4,1:1
Kuzmin Fedor,Fang Bo,2:4,0:2
Gardos Robert,Saive Jean-Michel,4:3,2:0
Monteiro Thiago,Chuang Chih-Yuan,0:4,1:2
Jiang Tianyi,Hung Tzu-Hsiang,3:4,2:1
Ma Liang,Muramatsu Yuto,2:4,0:2
Achanta Sharath Kamal,Soderlund Hampus,4:2,1:0
Platonov Pavel,Steger Bastian,0:4,0:2
Gao Ning,Matsumoto Cazuo,4:0,1:0
Robinot Quentin,Li Hu,4:3,1:0
Lebesson Emmanuel,Habesohn Daniel,0:4,1:1
Wong Chun Ting,Zhang Jike,3:4,0:5
Xu Xin,Seo Hyundeok,4:0,5:1
Jeoung Youngsik,Chan Kazuhiro,4:3,1:0
Kim Minseok,Cheung Yuk,4:0,1:0
Matsudaira Kenji,Ovtcharov Dimitrij,1:4,0:3
Mizutani Jun,Gauzy Simon,4:0,1:1
Yan An,Kishikawa Seiya,4:2,1:0
Freitas Marcos,Fegerl Stefan,4:3,7:3
Liventsov Alexey,Ma Long,0:4,0:3
Wang Hao,Wang Eugene,4:2,1:0
Jeong Sangeun,Cho Eonrae,3:4,0:2
Kang Dongsoo,Fang Bo,4:3,1:0
Gardos Robert,Chuang Chih-Yuan,1:4,2:4
Hung Tzu-Hsiang,Muramatsu Yuto,4:1,4:4
Achanta Sharath Kamal,Steger Bastian,0:4,1:2
Gao Ning,Robinot Quentin,4:1,1:0
Habesohn Daniel,Zhang Jike,0:4,0:2
Xu Xin,Jeoung Youngsik,4:1,8:0
Kim Minseok,Ovtcharov Dimitrij,2:4,2:2
Mizutani Jun,Yan An,4:3,1:2
Freitas Marcos,Ma Long,0:4,0:5
Wang Hao,Cho Eonrae,4:0,4:0
Kang Dongsoo,Chuang Chih-Yuan,3:4,0:1
Hung Tzu-Hsiang,Steger Bastian,0:4,0:1
Gao Ning,Zhang Jike,0:4,0:9
Xu Xin,Ovtcharov Dimitrij,4:1,6:1
Mizutani Jun,Ma Long,1:4,0:15
Wang Hao,Chuang Chih-Yuan,4:0,14:2
Steger Bastian,Zhang Jike,2:4,0:3
Xu Xin,Ma Long,0:4,10:22
Wang Hao,Zhang Jike,1:4,4:9
Ma Long,Zhang Jike,1:4,12:6
Kim Kyungmin,Platonov Pavel,3:4,0:1
Morizono Masataka,Wong Chun Ting,4:3,3:5
Kang Dongsoo,Didukh Oleksandr,4:0,1:0
Devos Robin,Saleh Ahmed,2:4,0:1
Lashin El-Sayed,Lakeev Vasily,4:3,1:1
Matsumoto Cazuo,Ghosh Soumyajit,4:1,2:1
Roy Soumyadeep,Falck Mattias,3:4,0:1
Shetty Sanil,Monteiro Thiago,2:4,0:2
Wu Zhikang,Stoyanov Niagol,4:2,1:0
Hung Tzu-Hsiang,Floritz Philipp,4:1,1:1
Chen Feng,Kim Kyungmin,4:2,1:0
Chen Feng,Desai Harmeet,4:3,3:1
Desai Harmeet,Kim Kyungmin,0:4,0:1
Saive Jean-Michel,Krivosheev Viacheslav,4:0,1:0
Saive Jean-Michel,Morizono Masataka,2:4,0:1
Morizono Masataka,Krivosheev Viacheslav,3:4,0:1
Habesohn Daniel,Kang Dongsoo,4:3,1:0
Habesohn Daniel,Gladyshev Mikhail,4:3,1:0
Gladyshev Mikhail,Kang Dongsoo,1:4,0:1
Cho Eonrae,El-Beiali Mohamed,3:4,1:1
Cho Eonrae,Devos Robin,4:0,1:0
Devos Robin,El-Beiali Mohamed,4:1,1:0
Lashin El-Sayed,Chen Hongtao,4:2,1:0
Lashin El-Sayed,Higashi Yuto,3:4,0:1
Higashi Yuto,Chen Hongtao,4:2,1:0
Matsumoto Cazuo,Soderlund Hampus,4:2,2:0
Matsumoto Cazuo,Sakai Asuka,3:4,0:1
Sakai Asuka,Soderlund Hampus,0:4,1:1
Kuzmin Fedor,Roy Soumyadeep,4:2,1:0
Kuzmin Fedor,Golovanov Stanislav,4:2,1:0
Golovanov Stanislav,Roy Soumyadeep,3:4,0:1
Bobocica Mihai,Shetty Sanil,4:0,1:0
Bobocica Mihai,Feng Xiaoquan,4:3,1:1
Feng Xiaoquan,Shetty Sanil,1:4,1:1
Fegerl Stefan,Elsobky Mohamed,4:0,1:0
Fegerl Stefan,Wu Zhikang,4:0,1:0
Wu Zhikang,Elsobky Mohamed,4:2,1:0
Brossier Benjamin,Molnar Csaba,3:0,1:0
Brossier Benjamin,Jenkins Stephen,3:0,1:0
Ben Ari Omri,Jenkins Stephen,3:0,1:0
Ben Ari Omri,Brossier Benjamin,3:0,1:1
Gray Lewis,Cundy Dean,3:0,1:0
Habesohn Dominik,Mohler Nicola,3:0,1:0
Mohler Nicola,Cundy Dean,3:0,1:0
Habesohn Dominik,Cundy Dean,3:0,2:0
Habesohn Dominik,Gray Lewis,3:0,1:0
Mohler Nicola,Gray Lewis,3:0,1:0
Skucas Matas,Tromer Laurens,3:0,1:0
Bouloussa Mehdi,Skucas Matas,3:0,1:0
Persson Jorgen,Skucas Matas,3:0,1:0
Persson Jorgen,Tromer Laurens,3:0,1:0
Pattantyus Adam,Weber Lionel,3:0,1:0
Storf Martin,Weber Lionel,3:0,1:0
Pattantyus Adam,Storf Martin,3:0,1:0
Hu Jiashun,Cameron Niall,3:0,1:0
Bouloussa Mehdi,Tromer Laurens,3:0,2:0
Bouloussa Mehdi,Persson Jorgen,3:0,1:0
Weber Lionel,Champod Nicolas,3:0,2:0
Storf Martin,Champod Nicolas,3:0,1:0
Pattantyus Adam,Champod Nicolas,3:0,1:0
Hu Jiashun,Zatowka Patryk,3:0,1:0
Wang Eugene,Hu Jiashun,3:0,1:0
Wang Eugene,Cameron Niall,3:0,1:0
Zatowka Patryk,Cameron Niall,3:0,1:0
Wang Eugene,Zatowka Patryk,3:0,1:0
Schmid Elia,O'connell Daniel,3:0,1:0
Heimberger Martin,O'connell Daniel,3:0,1:0
Madrid Marcos,O'connell Daniel,3:0,1:0
Madrid Marcos,Schmid Elia,3:0,1:0
Heimberger Martin,Schmid Elia,3:0,1:0
Madrid Marcos,Heimberger Martin,3:0,1:0
Navickas Ignas,Bernhard Denis,3:0,1:0
Plattner Dominique,Bernhard Denis,3:0,1:0
Petiot Jeremy,Bernhard Denis,3:0,1:0
Petiot Jeremy,Navickas Ignas,3:0,1:0
Plattner Dominique,Navickas Ignas,3:0,1:0
Petiot Jeremy,Plattner Dominique,3:0,1:0
Yang Chengbowen,Tiso Martin,3:0,1:0
Yang Chengbowen,Ouaiche Stephane,3:0,1:0
Duranspahic Admir,Yang Chengbowen,3:0,2:0
Duranspahic Admir,Tiso Martin,3:0,1:0
Ouaiche Stephane,Tiso Martin,3:0,1:0
Ouaiche Stephane,Duranspahic Admir,3:0,1:0
Molnar Csaba,Jenkins Stephen,3:0,1:0
Molnar Csaba,Ben Ari Omri,3:0,1:0
Ovtcharov Dimitrij,Joo Saehyuk,3:0,5:4
Hu Jiashun,Storf Martin,3:0,1:0
Persson Jorgen,Ouaiche Stephane,3:0,1:0
Mohler Nicola,Plattner Dominique,3:0,1:0
Brossier Benjamin,Heimberger Martin,3:0,2:0
Mattenet Adrien,Mohler Nicola,3:0,1:0
Joo Saehyuk,Persson Jorgen,3:0,2:1
Wang Eugene,Pattantyus Adam,3:0,1:0
Habesohn Dominik,Bouloussa Mehdi,3:0,1:0
Samsonov Vladimir,Brossier Benjamin,3:0,2:0
Ovtcharov Dimitrij,Hu Jiashun,3:0,1:0
Duranspahic Admir,Petiot Jeremy,3:0,2:1
Madrid Marcos,Ben Ari Omri,3:0,1:0
Ovtcharov Dimitrij,Duranspahic Admir,3:0,1:0
Joo Saehyuk,Habesohn Dominik,3:0,1:0
Wang Eugene,Mattenet Adrien,3:0,1:0
Samsonov Vladimir,Madrid Marcos,3:0,1:0
Samsonov Vladimir,Wang Eugene,3:0,1:0
Samsonov Vladimir,Ovtcharov Dimitrij,3:0,8:6
Zhang Jike,Kovac Borna,4:0,1:0
Jevtovic Marko,Skachkov Kirill,4:3,1:2
Matsudaira Kenji,Lakeev Vasily,4:1,1:0
Hielscher Lars,Matsudaira Kenta,0:4,0:1
Takakiwa Taku,Chumakou Dmitry,4:0,1:0
Eloi Damien,Wang Zengyi,4:0,1:0
Bai He,Brossier Benjamin,4:2,1:0
Vlasov Grigory,Baum Patrick,4:1,2:1
Mattenet Adrien,Oya Hidetoshi,4:2,2:0
Tsuboi Gustavo,Habesohn Daniel,4:1,1:0
Muramatsu Yuto,Gauzy Simon,3:4,1:1
Sirucek Pavel,Chan Kazuhiro,2:4,0:2
Suss Christian,Fegerl Stefan,4:3,1:0
Paikov Mikhail,Primorac Zoran,2:4,1:2
Monteiro Joao,Bobocica Mihai,2:4,0:4
Ionescu Ovidiu,Hao Shuai,0:4,0:1
Ryu Seungmin,Prokopcov Dmitrij,4:0,1:0
Jancarik Lubomir,Fang Bo,0:4,0:1
Lebesson Emmanuel,Drinkhall Paul,4:0,5:2
Huang Sheng-Sheng,Smirnov Alexey,4:2,1:0
Apolonia Tiago,Zhmudenko Yaroslav,4:1,4:0
Konecny Tomas,Tan Ruiwu,1:4,0:1
Franziska Patrick,Bouloussa Mehdi,4:1,1:0
Didukh Oleksandr,Freitas Marcos,1:4,0:1
Chen Weixing,Karlsson Kristian,4:1,1:0
Gerell Par,Kreanga Kalinikos,4:1,1:0
Zhou Yu,Kosowski Jakub,4:1,1:0
Gorak Daniel,Gionis Panagiotis,4:2,1:0
Gacina Andrej,Robinot Alexandre,4:0,3:0
Mutti Leonardo,Achanta Sharath Kamal,1:4,0:2
Lundqvist Jens,Kosiba Daniel,4:0,1:1
Mengel Steffen,Chuang Chih-Yuan,1:4,0:3
Zhang Jike,Jevtovic Marko,4:0,1:0
Matsudaira Kenji,Matsudaira Kenta,2:4,0:1
Takakiwa Taku,Eloi Damien,4:2,1:0
Bai He,Vlasov Grigory,3:4,0:1
Mattenet Adrien,Tsuboi Gustavo,3:4,1:1
Gauzy Simon,Chan Kazuhiro,0:4,1:2
Suss Christian,Primorac Zoran,4:2,2:0
Bobocica Mihai,Hao Shuai,0:4,1:1
Ryu Seungmin,Fang Bo,1:4,0:1
Lebesson Emmanuel,Huang Sheng-Sheng,4:2,2:1
Apolonia Tiago,Tan Ruiwu,3:4,1:1
Franziska Patrick,Freitas Marcos,0:4,3:3
Chen Weixing,Gerell Par,3:4,2:2
Zhou Yu,Gorak Daniel,4:2,1:0
Gacina Andrej,Achanta Sharath Kamal,4:1,3:1
Lundqvist Jens,Chuang Chih-Yuan,0:4,0:7
Zhang Jike,Matsudaira Kenta,4:3,2:0
Takakiwa Taku,Vlasov Grigory,4:1,1:1
Tsuboi Gustavo,Chan Kazuhiro,2:4,0:3
Suss Christian,Hao Shuai,1:4,1:3
Fang Bo,Lebesson Emmanuel,4:0,1:0
Tan Ruiwu,Freitas Marcos,4:1,1:0
Gerell Par,Zhou Yu,1:4,0:1
Gacina Andrej,Chuang Chih-Yuan,1:4,0:6
Zhang Jike,Takakiwa Taku,3:4,1:1
Chan Kazuhiro,Hao Shuai,0:4,0:1
Fang Bo,Tan Ruiwu,4:2,1:0
Zhou Yu,Chuang Chih-Yuan,2:4,2:2
Takakiwa Taku,Hao Shuai,0:4,0:1
Fang Bo,Chuang Chih-Yuan,4:1,3:0
Hao Shuai,Fang Bo,2:4,0:1
Svensson Robert,Kosiba Daniel,2:4,0:2
Monteiro Thiago,Ionescu Ovidiu,2:4,0:2
Tsuboi Gustavo,Shibata Naoto,4:0,1:0
Legout Christophe,Oya Hidetoshi,1:4,0:1
Gauzy Simon,Floras Robert,4:2,3:0
Yoshimura Maharu,Hielscher Lars,3:4,0:1
Fejer-Konnerth Zoltan,Jancarik Lubomir,0:4,0:1
Paikov Mikhail,Salifou Abdel-Kader,4:3,2:0
Didukh Oleksandr,Floritz Philipp,4:2,1:0
Karlsson Kristian,Feng Xiaoquan,4:0,1:0
Pucar Tomislav,Mengel Steffen,1:4,0:1
Jevtovic Marko,Platonov Pavel,4:0,2:0
Vlasov Grigory,Groth Jonathan,4:3,1:0
Lakeev Vasily,Tosic Roko,4:2,1:0
Assar Omar,Konecny Tomas,0:4,1:1
Kosowski Jakub,Leitgeb Stefan,4:0,1:0
Kolarek Tomislav,Sirucek Pavel,3:4,0:1
Jost Frederick,Ben Ari Omri,4:1,1:0
Gorak Daniel,Ben Ari Omri,4:3,1:0
Gorak Daniel,Jost Frederick,4:0,1:0
Mutti Leonardo,Kulpa Konrad,4:1,6:1
Zwickl Daniel,Kulpa Konrad,1:4,0:1
Zwickl Daniel,Mutti Leonardo,3:4,0:1
Dyjas Jakub,Robinot Alexandre,3:4,5:2
Matsumoto Cazuo,Robinot Alexandre,1:4,1:1
Matsumoto Cazuo,Dyjas Jakub,4:0,1:0
Indeherberg Julien,Reitspies David,1:4,0:2
Eloi Damien,Reitspies David,4:1,2:0
Eloi Damien,Indeherberg Julien,4:3,1:0
Crepulja Bojan,Ronneberg Espen,0:4,1:1
Drinkhall Paul,Ronneberg Espen,4:2,1:0
Drinkhall Paul,Crepulja Bojan,4:1,1:0
Kovac Borna,Rech Daldosso Marco,4:1,1:0
Kuzmin Fedor,Rech Daldosso Marco,2:4,1:1
Kuzmin Fedor,Kovac Borna,2:4,0:1
Storf Martin,Peto Zoltan,4:1,1:0
Prokopcov Dmitrij,Peto Zoltan,4:0,1:0
Pradelle Quentin,Costa Jorge,3:4,0:1
Persson Jon,Costa Jorge,4:0,1:0
Persson Jon,Pradelle Quentin,4:1,1:0
Ahlander-J Carl,Weber Lionel,4:0,2:0
Petiot Jeremy,Weber Lionel,4:1,1:0
Petiot Jeremy,Ahlander-J Carl,4:1,1:0
Barabanov Kiryl,Ragni Lorenzo,4:1,1:0
Le Breton Thomas,Ragni Lorenzo,4:0,1:0
Le Breton Thomas,Barabanov Kiryl,4:0,1:0
Afanador Brian,Gray Lewis,4:0,2:0
Nordberg Hampus,Gray Lewis,4:0,1:0
Nordberg Hampus,Afanador Brian,4:0,2:0
Lambiet Florent,Yarashenka Vadim,4:1,3:0
Hachard Antoine,Yarashenka Vadim,4:0,1:0
Hachard Antoine,Lambiet Florent,4:1,7:0
Calvo Alejandro,Tennila Otto,4:0,2:0
Oversjo Mattias,Tennila Otto,4:0,1:0
Oversjo Mattias,Calvo Alejandro,4:0,1:0
Chen Diogo,Martinez Guillermo,2:4,0:1
Angles Enzo,Martinez Guillermo,4:0,1:0
Angles Enzo,Chen Diogo,4:2,3:0
Mcbeath David,Sancho Libre,4:1,1:0
Brossier Benjamin,Sancho Libre,4:3,1:0
Brossier Benjamin,Mcbeath David,4:2,2:0
Qiu Liang,Benito Javier,4:1,2:0
Ouaiche Stephane,Benito Javier,4:2,1:0
Ouaiche Stephane,Qiu Liang,4:2,2:0
Landrieu Andrea,Jimenez Ricardo,4:0,1:0
Andersson Harald,Jimenez Ricardo,4:0,1:0
Andersson Harald,Landrieu Andrea,4:2,1:0
Geraldo Joao,Morato Adrian,4:0,1:0
Soderlund Hampus,Villanueva Nelson,4:0,1:0
Soderlund Hampus,Morato Adrian,4:0,1:0
Geraldo Joao,Villanueva Nelson,4:0,1:0
Soderlund Hampus,Geraldo Joao,4:2,1:0
Morato Adrian,Villanueva Nelson,4:1,1:0
Gonzalez Daniel,Arcila Carlos,4:1,1:0
Indeherberg Julien,Arcila Carlos,4:0,1:0
Indeherberg Julien,Gonzalez Daniel,4:3,1:0
Bouloussa Mehdi,Bernhard Denis,4:0,1:0
Robles Alvaro,Green Wally,4:0,1:0
Robles Alvaro,Bernhard Denis,4:2,1:0
Bouloussa Mehdi,Green Wally,4:0,1:0
Robles Alvaro,Bouloussa Mehdi,4:2,2:0
Bernhard Denis,Green Wally,4:0,1:0
Rode Marc,Berardi Mattia,4:0,1:0
Ramirez Jose Miguel,Ruiz Jose Manuel,4:1,1:0
Ramirez Jose Miguel,Berardi Mattia,4:0,1:0
Rode Marc,Ruiz Jose Manuel,1:4,0:1
Ramirez Jose Miguel,Rode Marc,0:4,0:1
Berardi Mattia,Ruiz Jose Manuel,0:4,0:1
Theriault Pierre-Luc,Merz Philip,4:1,1:0
Robinot Alexandre,Lopez Pedro,4:0,1:0
Robinot Alexandre,Merz Philip,4:0,1:0
Theriault Pierre-Luc,Lopez Pedro,4:0,1:0
Robinot Alexandre,Theriault Pierre-Luc,4:1,1:0
Merz Philip,Lopez Pedro,4:1,1:0
Diez Endika,Jover Sebastien,3:4,0:1
Assar Khalid,Moavro Sebastian,4:2,1:0
Assar Khalid,Jover Sebastien,4:2,1:0
Diez Endika,Moavro Sebastian,4:1,2:0
Assar Khalid,Diez Endika,4:0,2:0
He Zhiwen,Brossier Benjamin,4:1,1:0
Ouaiche Stephane,Duran Marc,2:4,1:1
Cantero Jesus,Assar Khalid,2:4,1:1
Angles Enzo,Tsuboi Gustavo,4:3,1:0
Assar Omar,Persson Jon,3:4,0:2
Robles Alvaro,Silva Andre,3:4,0:3
Salifou Abdel-Kader,Oversjo Mattias,4:1,1:1
Indeherberg Julien,Matsumoto Cazuo,0:4,0:1
Machado Carlos,Rode Marc,4:2,1:0
Le Breton Thomas,Carneros Alfredo,4:2,1:0
Lorentz Romain,Soderlund Hampus,2:4,4:4
Nordberg Hampus,Monteiro Thiago,4:3,1:0
Legout Christophe,Petiot Jeremy,4:1,1:0
Hachard Antoine,Robinot Quentin,1:4,0:2
Wong Chun Ting,Andersson Harald,4:2,2:0
Robinot Alexandre,Saive Jean-Michel,4:2,1:0
He Zhiwen,Duran Marc,2:4,0:1
Assar Khalid,Angles Enzo,4:2,2:0
Persson Jon,Silva Andre,3:4,0:1
Salifou Abdel-Kader,Matsumoto Cazuo,2:4,1:2
Machado Carlos,Le Breton Thomas,0:4,1:1
Soderlund Hampus,Nordberg Hampus,1:4,0:2
Legout Christophe,Robinot Quentin,4:3,1:0
Wong Chun Ting,Robinot Alexandre,2:4,0:1
Duran Marc,Assar Khalid,4:2,2:0
Silva Andre,Matsumoto Cazuo,3:4,0:1
Le Breton Thomas,Nordberg Hampus,1:4,0:1
Legout Christophe,Robinot Alexandre,4:2,1:0
Duran Marc,Matsumoto Cazuo,3:4,2:1
Nordberg Hampus,Legout Christophe,1:4,0:1
Matsumoto Cazuo,Legout Christophe,4:1,1:1
Farley Kevin,Bryan Nigel,3:0,2:0
Farley Kevin,Ling Michael,3:0,1:0
Bryan Nigel,Ling Michael,3:0,1:0
Humphreys Curtis,Carrington Joseph,3:0,1:0
Humphreys Curtis,Wells Chris,3:0,1:0
Wells Chris,Carrington Joseph,3:0,1:0
Vila Isaac,Glace Adrian,3:0,1:0
Vila Isaac,Humphreys Alaric,3:0,1:0
Humphreys Alaric,Glace Adrian,3:0,2:0
Albert Adrian,Dublin Damion,3:0,1:0
Lewis Edinho,Albert Adrian,3:0,1:0
Dublin Damion,Lewis Edinho,3:0,1:0
St Louis Dexter,Spencer Romano,3:0,1:0
Vila Batista Juan,Alleyne Joel,3:0,1:0
Galvez Samuel,Doughty Kristian,3:0,2:0
Farley Trevor,Stanislaus Faith,3:0,1:0
Noel Franklyn,Ras Rodrigo,3:0,1:0
Ras Rodrigo,Lewis Edinho,3:0,1:0
Humphreys Alaric,Bryan Nigel,3:0,2:0
St Louis Dexter,Farley Trevor,3:0,2:0
Galvez Samuel,Ras Rodrigo,3:0,1:0
Vila Batista Juan,Mahabir David,3:0,1:0
Dowell Mark,Humphreys Curtis,3:0,2:0
St Louis Dexter,Galvez Samuel,3:0,1:0
Vila Batista Juan,Humphreys Alaric,3:0,1:0
Vila Isaac,Farley Kevin,3:0,1:0
Santos Emil,Dowell Mark,3:0,3:0
St Louis Dexter,Vila Batista Juan,3:0,2:1
Santos Emil,Vila Isaac,3:0,2:0
St Louis Dexter,Santos Emil,3:0,3:0
Shishegarha Roohollah,Noury Mohamed,3:0,1:0
Norouzi Peyman,Noury Mohamed,3:0,1:0
Norouzi Peyman,Shishegarha Roohollah,3:0,1:0
Barabanov Kiryl,Lotfollah Nasabi Matin,3:0,1:0
Hosseini Sajad,Lotfollah Nasabi Matin,3:0,1:0
Hosseini Sajad,Barabanov Kiryl,3:0,1:0
Desai Harmeet,Lotfijanabadi Miad,3:0,1:0
Bakhtiyari Mustafa,Lotfijanabadi Miad,3:0,1:1
Desai Harmeet,Bakhtiyari Mustafa,3:0,1:0
Rouintanesfahani Mohammadali,Hashimli Khayal,3:0,1:0
Boujarian Mohammad,Hashimli Khayal,3:0,1:0
Boujarian Mohammad,Rouintanesfahani Mohammadali,3:0,1:0
Saidov Inom,Shafeeq Abdulrahman,3:0,1:0
Rizband Mahmood,Shafeeq Abdulrahman,3:0,1:0
Rizband Mahmood,Saidov Inom,3:0,1:0
Ebrahimi Kasgamijani Saman,Ismayilov Farhad,3:0,1:0
Ebrahimi Kasgamijani Saman,Rahgozar Amir Hossein,3:0,1:0
Rahgozar Amir Hossein,Ismayilov Farhad,3:0,1:0
Malmiri Vahed,Amra Alireza,3:0,1:0
Amra Alireza,Bigdeli Alireza,3:0,1:0
Malmiri Vahed,Bigdeli Alireza,3:0,1:0
Cheaib Dauud,Heidari Matin,3:0,1:0
Golshahi Iman,Heidari Matin,3:0,1:0
Cheaib Dauud,Golshahi Iman,3:0,1:0
Shamruk Gleb,Nazari Mohammad,3:0,1:0
Maleki Shayan,Nazari Mohammad,3:0,1:0
Maleki Shayan,Shamruk Gleb,3:0,1:0
Amiri Nia Soroosh,Hussain Poor Behrooz,3:0,1:0
Nemati Mohammed Reza,Hussain Poor Behrooz,3:0,1:0
Nemati Mohammed Reza,Amiri Nia Soroosh,3:0,1:0
Hajiei Arman,Husen Somon,3:0,1:0
Sobhi Hadi,Husen Somon,3:0,1:0
Hajiei Arman,Sobhi Hadi,3:0,1:0
Ahmadifar Aref,Jannati Parsa,3:0,1:0
Dehestani Mehrdad,Jannati Parsa,3:0,1:0
Ahmadifar Aref,Dehestani Mehrdad,3:0,2:0
Ahadi Mehran,Ebadi Pour Ahmad Reza,3:0,1:0
Ebadi Pour Ahmad Reza,Ghorani Erfan,3:0,1:0
Ahadi Mehran,Ghorani Erfan,3:0,1:0
Khatiyon Mohsen,Bahja Mohammad,3:0,1:0
